url,label,A1,A2,A3,A4,A5,A6,A7,A8,A10,A11,A12,A14,A13,A15,A9,A16,A17,A25,A23,A18,A19,A20,A21,A22,A24
https://airbnb.com,0,18,0,0,1,0,0,0,1,0,1,2,300,0,0,-1,-1,0,1,0.3846153846153846,-1,-1,-1,-1,-1,-1
https://amazon.ca,0,17,0,0,1,0,0,0,1,0,1,3,60,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://amazon.co.jp,0,20,0,0,2,0,0,0,1,0,1,3,900,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://amazon.co.uk,0,20,0,0,2,0,0,0,1,0,1,3,29,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://amazon.com,0,18,0,0,1,0,0,0,1,0,1,3,307,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://amazon.de,0,17,0,0,1,0,0,0,1,0,1,3,429,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://amazon.es,0,17,0,0,1,0,0,0,1,0,1,3,60,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://amazon.fr,0,17,0,0,1,0,0,0,1,0,1,3,60,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://amazon.it,0,17,0,0,1,0,0,0,1,0,1,3,60,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://amzn.to,0,15,0,0,1,0,0,0,1,0,1,2,433,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://android.com,0,19,0,0,1,0,0,0,1,0,1,1,297,1,300,-1,-1,1,1,0.0120481927710843,-1,-1,-1,-1,-1,-1
https://answers.com,0,19,0,0,1,0,0,0,1,0,1,4,3600,0,0,-1,-1,1,1,0.1339712918660287,-1,-1,-1,-1,-1,-1
https://aol.com,0,15,0,0,1,0,0,0,1,0,1,2,1007,0,0,-1,-1,0,1,0.0021008403361344,-1,-1,-1,-1,-1,-1
https://apache.org,0,18,0,0,1,0,0,0,1,0,1,1,1800,1,1800,-1,-1,0,1,0.2093023255813953,-1,-1,-1,-1,-1,-1
https://apple.com,0,17,0,0,1,0,0,0,1,0,1,1,352,1,99,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://aruba.it,0,16,0,0,1,0,0,0,1,0,1,1,600,0,0,-1,-1,1,1,0.056547619047619,-1,-1,-1,-1,-1,-1
https://arxiv.org,0,17,0,0,1,0,0,0,1,0,1,4,300,0,0,-1,-1,0,1,0.003831417624521,-1,-1,-1,-1,-1,-1
https://as.com,0,14,0,0,1,0,0,0,1,0,1,2,20,2,20,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://asahi.com,0,17,0,0,1,0,0,0,1,0,1,1,20,0,0,-1,-1,1,1,0.0025706940874035,-1,-1,-1,-1,-1,-1
https://asus.com,0,16,0,0,1,0,0,0,1,0,1,1,86400,0,0,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://automattic.com,0,22,0,0,1,0,0,0,1,0,1,2,300,0,0,-1,-1,0,1,0.0172413793103448,-1,-1,-1,-1,-1,-1
https://bandcamp.com,0,20,0,0,1,0,0,0,1,0,1,4,22730,0,0,-1,-1,0,1,0.0095238095238095,-1,-1,-1,-1,-1,-1
https://barnesandnoble.com,0,26,0,0,1,0,0,0,1,0,1,1,15,0,0,-1,-1,0,1,0.2084690553745928,-1,-1,-1,-1,-1,-1
https://bbc.co.uk,0,17,0,0,2,0,0,0,1,0,1,4,300,4,300,-1,-1,0,1,0.0212765957446808,-1,-1,-1,-1,-1,-1
https://bbc.com,0,15,0,0,1,0,0,0,1,0,1,4,300,4,300,-1,-1,0,1,0.0042553191489361,-1,-1,-1,-1,-1,-1
https://bfmtv.com,0,17,0,0,1,0,0,0,1,0,1,3,60,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://bild.de,0,15,0,0,1,0,0,0,1,0,1,2,600,0,0,-1,-1,0,1,0.0040983606557377,-1,-1,-1,-1,-1,-1
https://bing.com,0,16,0,0,1,0,0,0,1,0,1,2,2448,2,2368,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://blackberry.com,0,22,0,0,1,0,0,0,1,0,1,1,30,0,0,-1,-1,1,1,0.0144927536231884,-1,-1,-1,-1,-1,-1
https://bloglovin.com,0,21,0,0,1,0,0,0,1,0,1,3,300,3,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://bloomberg.com,0,21,0,0,1,0,0,0,1,0,1,2,14250,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://booking.com,0,19,0,0,1,0,0,0,1,0,1,4,60,0,0,-1,-1,1,1,0.0178571428571428,-1,-1,-1,-1,-1,-1
https://books.google.com,0,24,0,0,2,0,0,0,1,0,1,1,73,1,101,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://bp0.blogger.com,0,23,0,0,2,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://bp1.blogger.com,0,23,0,0,2,0,0,0,1,0,1,1,297,1,297,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://bp2.blogger.com,0,23,0,0,2,0,0,0,1,0,1,1,294,1,294,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://britannica.com,0,22,0,0,1,0,0,0,1,0,1,2,60,0,0,-1,-1,1,1,0.0038461538461538,-1,-1,-1,-1,-1,-1
https://business.google.com,0,27,0,0,2,0,0,0,1,0,1,1,256,1,248,-1,-1,0,1,0.0232558139534883,-1,-1,-1,-1,-1,-1
https://businessinsider.com,0,27,0,0,1,0,0,0,1,0,1,4,7268,0,0,-1,-1,1,1,0.0318181818181818,-1,-1,-1,-1,-1,-1
https://calameo.com,0,19,0,0,1,0,0,0,1,0,1,1,300,0,0,-1,-1,1,1,0.0714285714285714,-1,-1,-1,-1,-1,-1
https://canada.ca,0,17,0,0,1,0,0,0,1,0,1,4,300,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://canva.com,0,17,0,0,1,0,0,0,1,0,1,2,300,2,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://cbc.ca,0,14,0,0,1,0,0,0,1,0,1,1,20,0,0,-1,-1,0,1,0.0392156862745098,-1,-1,-1,-1,-1,-1
https://cbslocal.com,0,20,0,0,1,0,0,0,1,0,1,4,300,0,0,-1,-1,0,1,0.0344827586206896,-1,-1,-1,-1,-1,-1
https://cbsnews.com,0,19,0,0,1,0,0,0,1,0,1,4,60,0,0,-1,-1,1,1,0.023972602739726,-1,-1,-1,-1,-1,-1
https://cdc.gov,0,15,0,0,1,0,0,0,1,0,1,2,20,2,20,-1,-1,0,1,0.0617760617760617,-1,-1,-1,-1,-1,-1
https://change.org,0,18,0,0,1,0,0,0,1,0,1,2,300,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://chaturbate.com,0,22,0,0,1,0,0,0,1,0,1,2,73,2,118,-1,-1,0,1,0.0259740259740259,-1,-1,-1,-1,-1,-1
https://clarin.com,0,18,0,0,1,0,0,0,1,0,1,2,300,2,300,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://cloudflare.com,0,22,0,0,1,0,0,0,1,0,1,2,82,2,243,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://cnbc.com,0,16,0,0,1,0,0,0,1,0,1,3,12,0,0,-1,-1,0,1,0.0075,-1,-1,-1,-1,-1,-1
https://cnet.com,0,16,0,0,1,0,0,0,1,0,1,2,300,0,0,-1,-1,0,1,0.0040595399188092,-1,-1,-1,-1,-1,-1
https://cnil.fr,0,15,0,0,1,0,0,0,1,0,1,2,300,2,300,-1,-1,0,1,0.0065359477124183,-1,-1,-1,-1,-1,-1
https://cnn.com,0,15,0,0,1,0,0,0,1,0,1,4,60,8,300,-1,-1,1,1,0.01890756302521,-1,-1,-1,-1,-1,-1
https://code.google.com,0,23,0,0,2,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://cornell.edu,0,19,0,0,1,0,0,0,1,0,1,6,86400,0,0,-1,-1,1,1,0.0326797385620915,-1,-1,-1,-1,-1,-1
https://correios.com.br,0,23,0,0,2,0,0,0,1,0,1,1,30,0,0,-1,-1,1,1,0.0375586854460093,-1,-1,-1,-1,-1,-1
https://corriere.it,0,19,0,0,1,0,0,0,1,0,1,1,300,0,0,-1,-1,0,1,0.0016380016380016,-1,-1,-1,-1,-1,-1
https://cpanel.com,0,18,0,0,1,0,0,0,1,0,1,2,300,2,300,-1,-1,0,1,0.0210526315789473,-1,-1,-1,-1,-1,-1
https://cpanel.net,0,18,0,0,1,0,0,0,1,0,1,2,296,0,0,-1,-1,0,1,0.0210526315789473,-1,-1,-1,-1,-1,-1
https://creativecommons.org,0,27,0,0,1,0,0,0,1,0,1,2,300,2,300,-1,-1,1,1,0.0144927536231884,-1,-1,-1,-1,-1,-1
https://cutt.ly,0,15,0,0,1,0,0,0,1,0,1,2,298,2,300,-1,-1,0,1,0.1048387096774193,-1,-1,-1,-1,-1,-1
https://dailymotion.com,0,23,0,0,1,0,0,0,1,0,1,1,30526,0,0,-1,-1,0,1,0.0053191489361702,-1,-1,-1,-1,-1,-1
https://dailystar.co.uk,0,23,0,0,2,0,0,0,1,0,1,2,60,0,0,-1,-1,0,1,0.003584229390681,-1,-1,-1,-1,-1,-1
https://de.wikipedia.org,0,24,0,0,2,0,0,0,1,0,1,1,91,1,83,-1,-1,0,1,0.091254752851711,-1,-1,-1,-1,-1,-1
https://deezer.com,0,18,0,0,1,0,0,0,1,0,1,4,7,0,0,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://detik.com,0,17,0,0,1,0,0,0,1,0,1,2,300,0,0,-1,-1,1,1,0.0128617363344051,-1,-1,-1,-1,-1,-1
https://developers.google.com,0,29,0,0,2,0,0,0,1,0,1,1,235,1,22,-1,-1,0,1,0.0113636363636363,-1,-1,-1,-1,-1,-1
https://discord.com,0,19,0,0,1,0,0,0,1,0,1,5,235,0,0,-1,-1,0,1,0.032520325203252,-1,-1,-1,-1,-1,-1
https://discord.gg,0,18,0,0,1,0,0,0,1,0,1,5,191,0,0,-1,-1,0,1,0.032520325203252,-1,-1,-1,-1,-1,-1
https://disqus.com,0,18,0,0,1,0,0,0,1,0,1,4,2612,0,0,-1,-1,1,0,0.0,-1,-1,-1,-1,-1,-1
https://docs.google.com,0,23,0,0,2,0,0,0,1,0,1,1,66,1,188,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://doi.org,0,15,0,0,1,0,0,0,1,0,1,3,235,3,46,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://domainmarket.com,0,24,0,0,1,0,0,0,1,0,1,2,300,2,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://doubleclick.net,0,23,0,0,1,0,0,0,1,0,1,1,217,1,147,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://dovendi.com,0,19,0,0,1,0,0,0,1,0,1,1,3600,1,3600,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://draft.blogger.com,0,25,0,0,2,0,0,0,1,0,1,1,230,1,30,-1,-1,0,1,0.125,-1,-1,-1,-1,-1,-1
https://dribbble.com,0,20,0,0,1,0,0,0,1,0,1,4,3600,8,3600,-1,-1,0,1,0.0263157894736842,-1,-1,-1,-1,-1,-1
https://drive.google.com,0,24,0,0,2,0,0,0,1,0,1,1,49,1,50,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://dropbox.com,0,19,0,0,1,0,0,0,1,0,1,1,60,1,60,-1,-1,0,1,0.0158730158730158,-1,-1,-1,-1,-1,-1
https://ea.com,0,14,0,0,1,0,0,0,1,0,1,1,20,2,20,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://ebay.co.uk,0,18,0,0,2,0,0,0,1,0,1,2,15,0,0,-1,-1,0,1,0.0119047619047619,-1,-1,-1,-1,-1,-1
https://ebay.com,0,16,0,0,1,0,0,0,1,0,1,2,4,0,0,-1,-1,1,1,0.0082304526748971,-1,-1,-1,-1,-1,-1
https://ehow.com,0,16,0,0,1,0,0,0,1,0,1,2,300,2,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://elpais.com,0,18,0,0,1,0,0,0,1,0,1,2,20,2,20,-1,-1,0,1,0.0022222222222222,-1,-1,-1,-1,-1,-1
https://en.wikipedia.org,0,24,0,0,2,0,0,0,1,0,1,1,80,1,21,-1,-1,0,1,0.015267175572519,-1,-1,-1,-1,-1,-1
https://enable-javascript.com,0,29,0,0,1,1,0,0,1,0,1,1,300,0,0,-1,-1,0,1,0.3191489361702128,-1,-1,-1,-1,-1,-1
https://engadget.com,0,20,0,0,1,0,0,0,1,0,1,2,300,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://es.wikipedia.org,0,24,0,0,2,0,0,0,1,0,1,1,43,1,169,-1,-1,0,1,0.0258397932816537,-1,-1,-1,-1,-1,-1
https://espn.com,0,16,0,0,1,0,0,0,1,0,1,4,60,8,60,-1,-1,0,1,0.0372340425531914,-1,-1,-1,-1,-1,-1
https://estadao.com.br,0,22,0,0,2,0,0,0,1,0,1,2,20,0,0,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://europa.eu,0,17,0,0,1,0,0,0,1,0,1,2,299,2,300,-1,-1,0,1,0.0357142857142857,-1,-1,-1,-1,-1,-1
https://eventbrite.com,0,22,0,0,1,0,0,0,1,0,1,4,60,0,0,-1,-1,0,1,0.0113636363636363,-1,-1,-1,-1,-1,-1
https://example.com,0,19,0,0,1,0,0,0,1,0,1,6,108,6,270,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://express.co.uk,0,21,0,0,2,0,0,0,1,0,1,4,60,8,60,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://fandom.com,0,18,0,0,1,0,0,0,1,0,1,2,57,0,0,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://fb.com,0,14,0,0,1,0,0,0,1,0,1,1,60,1,60,-1,-1,0,1,0.0476190476190476,-1,-1,-1,-1,-1,-1
https://fda.gov,0,15,0,0,1,0,0,0,1,0,1,2,20,2,20,-1,-1,1,1,0.0434782608695652,-1,-1,-1,-1,-1,-1
https://files.wordpress.com,0,27,0,0,2,0,0,0,1,0,1,1,300,0,0,-1,-1,0,1,0.0064102564102564,-1,-1,-1,-1,-1,-1
https://finance.yahoo.com,0,25,0,0,2,0,0,0,1,0,1,4,36,4,23,-1,-1,0,1,0.005,-1,-1,-1,-1,-1,-1
https://firefox.com,0,19,0,0,1,0,0,0,1,0,1,1,600,0,0,-1,-1,0,1,0.0070422535211267,-1,-1,-1,-1,-1,-1
https://focus.de,0,16,0,0,1,0,0,0,1,0,1,2,20,2,20,-1,-1,0,1,0.0036496350364963,-1,-1,-1,-1,-1,-1
https://forbes.com,0,18,0,0,1,0,0,0,1,0,1,4,22891,0,0,-1,-1,0,1,0.0024691358024691,-1,-1,-1,-1,-1,-1
https://forms.gle,0,17,0,0,1,0,0,0,1,0,1,1,2944,1,3051,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://fortune.com,0,19,0,0,1,0,0,0,1,0,1,4,60,0,0,-1,-1,1,1,0.0055555555555555,-1,-1,-1,-1,-1,-1
https://foxnews.com,0,19,0,0,1,0,0,0,1,0,1,1,3600,0,0,-1,-1,0,1,0.0054884742041712,-1,-1,-1,-1,-1,-1
https://frontiersin.org,0,23,0,0,1,0,0,0,1,0,1,1,300,0,0,-1,-1,1,1,0.0092592592592592,-1,-1,-1,-1,-1,-1
https://ft.com,0,14,0,0,1,0,0,0,1,0,1,4,3600,0,0,-1,-1,1,1,0.0130353817504655,-1,-1,-1,-1,-1,-1
https://g.co,0,12,0,0,1,0,0,0,1,0,1,1,250,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://get.google.com,0,22,0,0,2,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://getbootstrap.com,0,24,0,0,1,0,0,0,1,0,1,2,273,2,272,-1,-1,0,1,0.0116279069767441,-1,-1,-1,-1,-1,-1
https://github.com,0,18,0,0,1,0,0,0,1,0,1,1,39,0,0,-1,-1,0,1,0.0138888888888888,-1,-1,-1,-1,-1,-1
https://gizmodo.com,0,19,0,0,1,0,0,0,1,0,1,3,300,3,300,-1,-1,0,1,0.0223880597014925,-1,-1,-1,-1,-1,-1
https://globo.com,0,17,0,0,1,0,0,0,1,0,1,1,333,0,0,-1,-1,1,1,0.0052219321148825,-1,-1,-1,-1,-1,-1
https://gmail.com,0,17,0,0,1,0,0,0,1,0,1,1,205,1,291,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://gofundme.com,0,20,0,0,1,0,0,0,1,0,1,4,60,0,0,-1,-1,0,1,0.0093457943925233,-1,-1,-1,-1,-1,-1
https://goo.gl,0,14,0,0,1,0,0,0,1,0,1,1,60,1,266,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://goodreads.com,0,21,0,0,1,0,0,0,1,0,1,3,60,0,0,-1,-1,0,1,0.0075187969924812,-1,-1,-1,-1,-1,-1
https://google.ca,0,17,0,0,1,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.co.id,0,20,0,0,2,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.co.in,0,20,0,0,2,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.co.jp,0,20,0,0,2,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.co.uk,0,20,0,0,2,0,0,0,1,0,1,1,208,1,131,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.com.br,0,21,0,0,2,0,0,0,1,0,1,1,30,1,113,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.de,0,17,0,0,1,0,0,0,1,0,1,1,217,1,294,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.es,0,17,0,0,1,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.fr,0,17,0,0,1,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.nl,0,17,0,0,1,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.pl,0,17,0,0,1,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://google.ru,0,17,0,0,1,0,0,0,1,0,1,1,300,1,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://googleblog.com,0,22,0,0,1,0,0,0,1,0,1,1,300,1,300,-1,-1,1,1,0.0042372881355932,-1,-1,-1,-1,-1,-1
https://googleusercontent.com,0,29,0,0,1,0,0,0,1,0,1,1,96,1,4,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://gravatar.com,0,20,0,0,1,0,0,0,1,0,1,4,4,0,0,-1,-1,0,1,0.0256410256410256,-1,-1,-1,-1,-1,-1
https://greenpeace.org,0,22,0,0,1,0,0,0,1,0,1,1,600,0,0,-1,-1,1,1,0.5,-1,-1,-1,-1,-1,-1
https://groups.google.com,0,25,0,0,2,0,0,0,1,0,1,4,115,4,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://gstatic.com,0,19,0,0,1,0,0,0,1,0,1,1,195,1,133,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://guardian.co.uk,0,22,0,0,2,0,0,0,1,0,1,4,3600,0,0,-1,-1,0,1,0.0089820359281437,-1,-1,-1,-1,-1,-1
https://harvard.edu,0,19,0,0,1,0,0,0,1,0,1,1,300,0,0,-1,-1,1,1,0.005813953488372,-1,-1,-1,-1,-1,-1
https://hatena.ne.jp,0,20,0,0,2,0,0,0,1,0,1,2,60,0,0,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://hindustantimes.com,0,26,0,0,1,0,0,0,1,0,1,1,20,0,0,-1,-1,1,1,0.0319148936170212,-1,-1,-1,-1,-1,-1
https://hm.com,0,14,0,0,1,0,0,0,1,0,1,1,20,2,20,-1,-1,0,1,0.0103092783505154,-1,-1,-1,-1,-1,-1
https://hollywoodreporter.com,0,29,0,0,1,0,0,0,1,0,1,1,300,0,0,-1,-1,1,1,0.0126262626262626,-1,-1,-1,-1,-1,-1
https://home.pl,0,15,0,0,1,0,0,0,1,0,1,1,3600,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://hotmart.com,0,19,0,0,1,0,0,0,1,0,1,4,54,0,0,-1,-1,1,1,0.0476190476190476,-1,-1,-1,-1,-1,-1
https://house.gov,0,17,0,0,1,0,0,0,1,0,1,2,3600,0,0,-1,-1,1,1,0.0384615384615384,-1,-1,-1,-1,-1,-1
https://hp.com,0,14,0,0,1,0,0,0,1,0,1,4,37,0,0,-1,-1,1,1,0.0443349753694581,-1,-1,-1,-1,-1,-1
https://hubspot.com,0,19,0,0,1,0,0,0,1,0,1,2,300,2,300,-1,-1,0,1,0.0042372881355932,-1,-1,-1,-1,-1,-1
https://huffingtonpost.com,0,26,0,0,1,0,0,0,1,0,1,4,300,0,0,-1,-1,0,1,0.0033898305084745,-1,-1,-1,-1,-1,-1
https://huffpost.com,0,20,0,0,1,0,0,0,1,0,1,4,300,0,0,-1,-1,0,1,0.0033898305084745,-1,-1,-1,-1,-1,-1
https://hugedomains.com,0,23,0,0,1,0,0,0,1,0,1,3,300,3,300,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://icann.org,0,17,0,0,1,0,0,0,1,0,1,1,600,1,600,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://id.wikipedia.org,0,24,0,0,2,0,0,0,1,0,1,1,162,1,47,-1,-1,0,1,0.0153139356814701,-1,-1,-1,-1,-1,-1
https://ig.com.br,0,17,0,0,2,0,0,0,1,0,1,1,300,0,0,-1,-1,1,1,0.0025316455696202,-1,-1,-1,-1,-1,-1
https://ign.com,0,15,0,0,1,0,0,0,1,0,1,4,3600,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://ikea.com,0,16,0,0,1,0,0,0,1,0,1,2,153,2,99,-1,-1,0,1,0.0061728395061728,-1,-1,-1,-1,-1,-1
https://imageshack.us,0,21,0,0,1,0,0,0,1,0,1,2,300,0,0,-1,-1,1,1,0.0625,-1,-1,-1,-1,-1,-1
https://imdb.com,0,16,0,0,1,0,0,0,1,0,1,3,900,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://independent.co.uk,0,25,0,0,2,0,0,0,1,0,1,4,300,0,0,-1,-1,1,1,0.0017825311942959,-1,-1,-1,-1,-1,-1
https://indiatimes.com,0,22,0,0,1,0,0,0,1,0,1,1,19,2,20,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://insider.com,0,19,0,0,1,0,0,0,1,0,1,4,3600,0,0,-1,-1,1,1,0.0318181818181818,-1,-1,-1,-1,-1,-1
https://instructables.com,0,25,0,0,1,0,0,0,1,0,1,4,900,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://intel.com,0,17,0,0,1,0,0,0,1,0,1,1,300,0,0,-1,-1,0,1,0.0151515151515151,-1,-1,-1,-1,-1,-1
https://ipv4.google.com,0,23,0,0,2,0,0,0,1,0,1,1,300,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://issuu.com,0,17,0,0,1,0,0,0,1,0,1,4,221,0,0,-1,-1,0,1,0.0,-1,-1,-1,-1,-1,-1
https://istockphoto.com,0,23,0,0,1,0,0,0,1,0,1,4,60,0,0,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://it.wikipedia.org,0,24,0,0,2,0,0,0,1,0,1,1,156,1,41,-1,-1,0,1,0.019723865877712,-1,-1,-1,-1,-1,-1
https://itch.io,0,15,0,0,1,0,0,0,1,0,1,1,300,0,0,-1,-1,0,1,0.0026595744680851,-1,-1,-1,-1,-1,-1
https://ja.wikipedia.org,0,24,0,0,2,0,0,0,1,0,1,1,126,1,34,-1,-1,0,1,0.0233644859813084,-1,-1,-1,-1,-1,-1
https://jotform.com,0,19,0,0,1,0,0,0,1,0,1,2,300,2,300,-1,-1,1,1,0.0,-1,-1,-1,-1,-1,-1
https://kompas.com,0,18,0,0,1,0,0,0,1,0,1,4,60,0,0,-1,-1,1,1,0.0303030303030303,-1,-1,-1,-1,-1,-1
https://latimes.com,0,19,0,0,1,0,0,0,1,0,1,2,120,0,0,-1,-1,0,1,0.0023337222870478,-1,-1,-1,-1,-1,-1
